date,deaths_7d,vaccinated_pct
2023-07-25,1.57,84.95
2023-07-26,1.29,84.95
2023-07-27,1.43,84.95
2023-07-28,1.0,84.95
2023-07-29,1.0,84.95
2023-07-30,1.14,84.95
2023-07-31,0.43,84.95
2023-08-01,0.29,84.95
2023-08-02,0.57,84.95
2023-08-03,0.43,84.95
2023-08-04,0.43,84.95
2023-08-05,0.43,84.95
2023-08-06,0.43,84.95
2023-08-07,0.71,84.95
2023-08-08,0.71,84.95
2023-08-09,0.43,84.95
2023-08-10,0.43,84.95
2023-08-11,0.57,84.95
2023-08-12,0.57,84.95
2023-08-13,0.57,84.95
2023-08-14,0.86,84.96
2023-08-15,0.86,84.96
2023-08-16,0.86,84.96
2023-08-17,1.0,84.96
2023-08-18,1.29,84.96
2023-08-19,1.29,84.96
2023-08-20,1.14,84.96
2023-08-21,0.57,84.96
2023-08-22,0.71,84.96
2023-08-23,0.71,84.96
2023-08-24,0.71,84.96
2023-08-25,0.43,84.96
2023-08-26,0.43,84.96
2023-08-27,0.43,84.96
2023-08-28,0.71,84.96
2023-08-29,0.0,84.96
2023-08-30,0.0,84.96
2023-08-31,2.0,84.96
