date,deaths_<=39,deaths_40-49,deaths_50-59,deaths_60-69,deaths_70-79,deaths_80-89,deaths_>=90,vaccinated_pct_<=39,vaccinated_pct_40-49,vaccinated_pct_50-59,vaccinated_pct_60-69,vaccinated_pct_70-79,vaccinated_pct_80-89,vaccinated_pct_>=90,deaths_7d,vaccinated_pct
2023-04-06,0.57,0.14,1.29,1.43,2.43,2.86,1.71,59.39,72.11,80.60,93.32,97.57,100.00,100.00,10.43,84.84
2023-04-07,0.43,0.14,1.14,2.14,3.00,2.14,1.86,59.39,72.11,80.60,93.32,97.57,100.00,100.00,10.86,84.84
2023-04-08,0.57,0.14,1.14,2.00,3.00,1.71,2.00,59.39,72.11,80.60,93.32,97.57,100.00,100.00,10.57,84.84
2023-04-09,0.57,0.14,1.00,2.00,2.86,1.86,2.29,59.39,72.11,80.60,93.32,97.57,100.00,100.00,10.71,84.84
2023-04-10,0.43,0.00,0.71,1.86,3.57,3.43,2.43,59.39,72.11,80.60,93.32,97.57,100.00,100.00,12.43,84.84
2023-04-11,0.29,0.43,0.57,1.86,4.29,3.71,2.29,59.39,72.11,80.60,93.32,97.57,100.00,100.00,13.43,84.84
2023-04-12,0.29,0.57,0.43,2.00,4.86,4.29,2.29,59.39,72.12,80.61,93.34,97.58,100.00,100.00,14.71,84.85
2023-04-13,0.29,0.57,0.57,2.29,5.29,5.00,2.43,59.39,72.12,80.61,93.34,97.58,100.00,100.00,16.43,84.85
2023-04-14,0.29,0.57,0.43,1.57,4.71,5.29,2.43,59.39,72.12,80.61,93.34,97.58,100.00,100.00,15.29,84.85
2023-04-15,0.14,0.57,0.43,1.57,4.57,5.71,2.14,59.39,72.12,80.61,93.34,97.58,100.00,100.00,15.14,84.85
2023-04-16,0.14,0.57,0.43,1.57,4.57,5.86,1.86,59.39,72.12,80.61,93.34,97.58,100.00,100.00,15.00,84.85
2023-04-17,0.14,0.57,0.57,1.71,4.14,4.29,1.71,59.39,72.12,80.61,93.34,97.58,100.00,100.00,13.14,84.85
2023-04-18,0.29,0.14,0.43,1.57,3.29,4.14,1.57,59.39,72.12,80.61,93.34,97.58,100.00,100.00,11.43,84.85
2023-04-19,0.14,0.14,0.43,1.14,3.29,3.43,1.57,59.40,72.13,80.62,93.35,97.59,100.00,100.00,10.14,84.86
2023-04-20,0.14,0.14,0.29,0.86,3.00,3.29,1.57,59.40,72.13,80.62,93.35,97.59,100.00,100.00,9.29,84.86
2023-04-21,0.29,0.29,0.29,1.57,3.29,2.86,1.43,59.40,72.13,80.62,93.35,97.59,100.00,100.00,10.00,84.86
2023-04-22,0.29,0.29,0.29,1.57,3.57,2.71,1.57,59.40,72.13,80.62,93.35,97.59,100.00,100.00,10.29,84.86
2023-04-23,0.29,0.29,0.29,1.57,3.57,2.71,1.57,59.40,72.13,80.62,93.35,97.59,100.00,100.00,10.29,84.86
2023-04-24,0.29,0.29,0.14,1.29,3.43,3.00,0.86,59.40,72.13,80.62,93.35,97.59,100.00,100.00,9.29,84.86
2023-04-25,0.14,0.43,0.14,1.14,3.43,2.86,0.86,59.40,72.13,80.62,93.35,97.59,100.00,100.00,9.00,84.86
2023-04-26,0.14,0.29,0.14,1.00,3.14,3.14,0.71,59.41,72.14,80.63,93.36,97.60,100.00,100.00,8.57,84.87
2023-04-27,0.14,0.29,0.14,1.14,3.57,2.86,1.00,59.41,72.14,80.63,93.36,97.60,100.00,100.00,9.14,84.87
2023-04-28,0.00,0.14,0.14,0.43,2.86,2.71,0.86,59.41,72.14,80.63,93.36,97.60,100.00,100.00,7.14,84.87
2023-04-29,0.00,0.14,0.29,0.71,3.29,2.71,0.86,59.41,72.14,80.63,93.36,97.60,100.00,100.00,8.00,84.87
2023-04-30,0.00,0.14,0.29,0.71,3.29,2.43,0.86,59.41,72.14,80.63,93.36,97.60,100.00,100.00,7.71,84.87
2023-05-01,0.14,0.14,0.29,0.43,2.57,1.57,0.86,59.41,72.14,80.63,93.36,97.60,100.00,100.00,6.00,84.87
2023-05-02,0.14,0.00,0.57,0.57,2.86,2.00,1.43,59.41,72.14,80.63,93.36,97.60,100.00,100.00,7.57,84.87
2023-05-03,0.29,0.14,0.43,0.71,2.14,1.86,1.43,59.41,72.14,80.63,93.36,97.60,100.00,100.00,7.00,84.87
2023-05-04,0.29,0.14,0.43,0.57,1.57,1.71,1.14,59.42,72.15,80.64,93.37,97.61,100.00,100.00,5.86,84.88
2023-05-05,0.43,0.14,0.57,0.71,1.57,2.71,1.14,59.42,72.15,80.64,93.37,97.61,100.00,100.00,7.29,84.88
2023-05-06,0.43,0.14,0.43,0.43,0.71,2.43,1.00,59.42,72.15,80.64,93.37,97.61,100.00,100.00,5.57,84.88
2023-05-07,0.43,0.14,0.43,0.43,0.57,2.57,1.14,59.42,72.15,80.64,93.37,97.61,100.00,100.00,5.71,84.88
2023-05-08,0.29,0.14,0.43,0.57,0.57,2.71,1.14,59.42,72.15,80.64,93.37,97.61,100.00,100.00,5.86,84.88
2023-05-09,0.29,0.14,0.29,0.57,0.00,1.86,0.43,59.42,72.15,80.64,93.37,97.61,100.00,100.00,3.57,84.88
2023-05-10,0.14,0.00,0.29,0.71,0.00,1.86,0.29,59.42,72.15,80.64,93.37,97.61,100.00,100.00,3.29,84.88
2023-05-11,0.14,0.00,0.43,1.00,0.14,2.00,0.14,59.42,72.15,80.64,93.37,97.61,100.00,100.00,3.86,84.88
2023-05-12,0.00,0.00,0.29,0.86,0.29,1.00,0.14,59.42,72.16,80.65,93.38,97.62,100.00,100.00,2.57,84.89
2023-05-13,0.00,0.14,0.43,0.86,0.29,1.00,0.14,59.42,72.16,80.65,93.38,97.62,100.00,100.00,2.86,84.89
2023-05-14,0.00,0.14,0.43,0.86,0.57,1.00,0.14,59.42,72.16,80.65,93.38,97.62,100.00,100.00,3.14,84.89
2023-05-15,0.00,0.14,0.43,0.86,0.71,1.57,0.71,59.42,72.16,80.65,93.38,97.62,100.00,100.00,4.43,84.89
2023-05-16,0.00,0.14,0.29,0.86,0.71,1.57,0.71,59.42,72.16,80.65,93.38,97.62,100.00,100.00,4.29,84.89
2023-05-17,0.00,0.14,0.43,0.86,0.86,1.29,0.86,59.42,72.16,80.65,93.38,97.62,100.00,100.00,4.43,84.89
2023-05-18,0.00,0.29,0.29,0.57,0.71,1.00,0.86,59.42,72.16,80.65,93.38,97.62,100.00,100.00,3.71,84.89
2023-05-19,0.00,0.57,0.29,0.57,0.57,1.29,1.00,59.42,72.16,80.65,93.38,97.62,100.00,100.00,4.29,84.89
2023-05-20,0.00,0.43,0.14,0.57,0.57,1.43,1.14,59.42,72.16,80.65,93.38,97.62,100.00,100.00,4.29,84.89
2023-05-21,0.14,0.43,0.14,0.57,0.29,1.29,1.00,59.43,72.17,80.66,93.39,97.64,100.00,100.00,3.86,84.90
2023-05-22,0.14,0.43,0.14,0.43,0.71,0.57,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.86,84.90
2023-05-23,0.14,0.43,0.14,0.29,0.86,0.43,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.71,84.90
2023-05-24,0.14,0.43,0.00,0.00,0.71,0.71,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.43,84.90
2023-05-25,0.14,0.29,0.00,0.14,0.71,0.71,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.43,84.90
2023-05-26,0.14,0.14,0.00,0.14,0.86,0.86,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.57,84.90
2023-05-27,0.14,0.14,0.00,0.14,0.86,0.71,0.29,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.29,84.90
2023-05-28,0.00,0.14,0.00,0.14,1.00,0.71,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.43,84.90
2023-05-29,0.00,0.29,0.00,0.14,0.71,1.00,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.57,84.90
2023-05-30,0.00,0.29,0.00,0.14,0.57,1.00,0.43,59.43,72.17,80.66,93.39,97.64,100.00,100.00,2.43,84.90
2023-05-31,0.00,0.43,0.00,0.29,0.86,0.86,0.29,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.71,84.91
2023-06-01,0.00,0.43,0.00,0.14,1.00,1.00,0.29,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.86,84.91
2023-06-02,0.00,0.29,0.00,0.14,1.14,0.71,0.29,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.57,84.91
2023-06-03,0.00,0.29,0.00,0.14,1.29,0.71,0.29,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.71,84.91
2023-06-04,0.00,0.29,0.00,0.14,1.29,0.71,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.57,84.91
2023-06-05,0.00,0.29,0.00,0.29,1.00,0.43,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.14,84.91
2023-06-06,0.00,0.29,0.00,0.43,1.00,0.71,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.57,84.91
2023-06-07,0.00,0.29,0.00,0.29,0.86,0.71,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.29,84.91
2023-06-08,0.00,0.29,0.00,0.29,0.71,0.57,0.29,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.14,84.91
2023-06-09,0.14,0.29,0.00,0.43,0.57,0.57,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.14,84.91
2023-06-10,0.14,0.29,0.00,0.43,0.43,0.71,0.14,59.44,72.17,80.66,93.40,97.65,100.00,100.00,2.14,84.91
2023-06-11,0.14,0.29,0.00,0.43,0.57,0.71,0.14,59.44,72.18,80.67,93.41,97.66,100.00,100.00,2.29,84.92
2023-06-12,0.14,0.14,0.00,0.29,0.57,0.86,0.14,59.44,72.18,80.67,93.41,97.66,100.00,100.00,2.14,84.92
2023-06-13,0.14,0.14,0.00,0.14,0.71,0.57,0.14,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.86,84.92
2023-06-14,0.29,0.00,0.00,0.14,0.71,0.57,0.43,59.44,72.18,80.67,93.41,97.66,100.00,100.00,2.14,84.92
2023-06-15,0.29,0.00,0.00,0.14,0.71,0.71,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,2.14,84.92
2023-06-16,0.14,0.00,0.00,0.00,0.57,0.71,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.71,84.92
2023-06-17,0.14,0.00,0.00,0.00,0.57,0.71,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.71,84.92
2023-06-18,0.14,0.00,0.00,0.00,0.29,0.71,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.43,84.92
2023-06-19,0.14,0.14,0.00,0.29,0.43,0.57,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.86,84.92
2023-06-20,0.14,0.14,0.00,0.29,0.57,0.57,0.29,59.44,72.18,80.67,93.41,97.66,100.00,100.00,2.00,84.92
2023-06-21,0.00,0.14,0.00,0.29,0.43,0.71,0.00,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.57,84.92
2023-06-22,0.00,0.14,0.00,0.29,0.43,0.57,0.00,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.43,84.92
2023-06-23,0.00,0.14,0.00,0.29,0.43,0.43,0.00,59.44,72.18,80.67,93.41,97.66,100.00,100.00,1.29,84.92
2023-06-24,0.00,0.14,0.00,0.29,0.43,0.57,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,1.43,84.93
2023-06-25,0.00,0.14,0.00,0.29,0.43,0.57,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,1.43,84.93
2023-06-26,0.00,0.00,0.00,0.00,0.29,0.57,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.86,84.93
2023-06-27,0.00,0.00,0.00,0.00,0.00,0.71,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.71,84.93
2023-06-28,0.00,0.00,0.00,0.00,0.14,0.43,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.57,84.93
2023-06-29,0.00,0.00,0.00,0.00,0.14,0.43,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.57,84.93
2023-06-30,0.00,0.00,0.00,0.00,0.14,0.57,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.71,84.93
2023-07-01,0.00,0.00,0.00,0.00,0.14,0.29,0.14,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.57,84.93
2023-07-02,0.00,0.00,0.00,0.00,0.14,0.29,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.43,84.93
2023-07-03,0.00,0.00,0.00,0.00,0.29,0.29,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.57,84.93
2023-07-04,0.00,0.00,0.00,0.00,0.29,0.29,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.57,84.93
2023-07-05,0.14,0.00,0.14,0.00,0.14,0.43,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.86,84.93
2023-07-06,0.14,0.00,0.14,0.00,0.14,0.43,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.86,84.93
2023-07-07,0.14,0.00,0.14,0.00,0.14,0.29,0.00,59.45,72.19,80.68,93.42,97.67,100.00,100.00,0.71,84.93
2023-07-08,0.14,0.00,0.14,0.00,0.29,0.29,0.00,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-09,0.14,0.00,0.14,0.00,0.29,0.29,0.00,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-10,0.14,0.00,0.14,0.00,0.14,0.29,0.00,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.71,84.94
2023-07-11,0.14,0.00,0.14,0.00,0.43,0.14,0.00,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-12,0.00,0.00,0.00,0.14,0.57,0.00,0.00,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.71,84.94
2023-07-13,0.00,0.00,0.00,0.14,0.57,0.00,0.14,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-14,0.00,0.00,0.00,0.14,0.57,0.14,0.14,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.00,84.94
2023-07-15,0.00,0.00,0.00,0.14,0.43,0.14,0.14,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-16,0.00,0.00,0.00,0.14,0.43,0.14,0.14,59.46,72.20,80.69,93.43,97.68,100.00,100.00,0.86,84.94
2023-07-17,0.00,0.00,0.00,0.14,0.57,0.14,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.14,84.94
2023-07-18,0.00,0.00,0.00,0.14,0.29,0.29,0.43,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.14,84.94
2023-07-19,0.00,0.00,0.00,0.00,0.29,0.43,0.43,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.14,84.94
2023-07-20,0.00,0.00,0.00,0.00,0.29,0.43,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.00,84.94
2023-07-21,0.00,0.14,0.00,0.00,0.29,0.57,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.29,84.94
2023-07-22,0.00,0.14,0.00,0.00,0.29,0.57,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.29,84.94
2023-07-23,0.00,0.14,0.00,0.00,0.29,0.57,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.29,84.94
2023-07-24,0.00,0.14,0.00,0.14,0.43,0.71,0.29,59.46,72.20,80.69,93.43,97.68,100.00,100.00,1.71,84.94
2023-07-25,0.00,0.14,0.00,0.14,0.57,0.57,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.57,84.95
2023-07-26,0.00,0.14,0.00,0.14,0.43,0.43,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.29,84.95
2023-07-27,0.00,0.14,0.00,0.29,0.43,0.43,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.43,84.95
2023-07-28,0.00,0.00,0.00,0.29,0.43,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.00,84.95
2023-07-29,0.00,0.00,0.00,0.29,0.43,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.00,84.95
2023-07-30,0.00,0.00,0.14,0.29,0.43,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,1.14,84.95
2023-07-31,0.00,0.00,0.14,0.14,0.14,0.00,0.00,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-01,0.00,0.00,0.14,0.14,0.00,0.00,0.00,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.29,84.95
2023-08-02,0.00,0.00,0.14,0.14,0.00,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.57,84.95
2023-08-03,0.00,0.00,0.14,0.00,0.00,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-04,0.00,0.00,0.14,0.00,0.00,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-05,0.00,0.00,0.14,0.00,0.00,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-06,0.00,0.00,0.00,0.00,0.14,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-07,0.14,0.00,0.00,0.00,0.29,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.71,84.95
2023-08-08,0.14,0.00,0.00,0.00,0.29,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.71,84.95
2023-08-09,0.14,0.00,0.00,0.00,0.29,0.00,0.00,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-10,0.14,0.00,0.00,0.00,0.29,0.00,0.00,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.43,84.95
2023-08-11,0.14,0.00,0.00,0.00,0.29,0.00,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.57,84.95
2023-08-12,0.14,0.00,0.00,0.00,0.29,0.00,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.57,84.95
2023-08-13,0.14,0.00,0.00,0.00,0.14,0.14,0.14,59.46,72.21,80.70,93.45,97.69,100.00,100.00,0.57,84.95
2023-08-14,0.14,0.00,0.00,0.14,0.00,0.43,0.14,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.86,84.96
2023-08-15,0.14,0.00,0.00,0.14,0.00,0.43,0.14,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.86,84.96
2023-08-16,0.14,0.00,0.00,0.14,0.00,0.43,0.14,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.86,84.96
2023-08-17,0.14,0.00,0.00,0.29,0.00,0.43,0.14,59.47,72.22,80.71,93.46,97.70,100.00,100.00,1.00,84.96
2023-08-18,0.14,0.00,0.00,0.29,0.00,0.86,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,1.29,84.96
2023-08-19,0.14,0.00,0.00,0.29,0.00,0.86,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,1.29,84.96
2023-08-20,0.14,0.00,0.00,0.29,0.00,0.71,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,1.14,84.96
2023-08-21,0.00,0.00,0.00,0.14,0.00,0.43,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.57,84.96
2023-08-22,0.00,0.00,0.00,0.14,0.14,0.43,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.71,84.96
2023-08-23,0.00,0.00,0.00,0.14,0.14,0.43,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.71,84.96
2023-08-24,0.00,0.00,0.00,0.00,0.29,0.43,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.71,84.96
2023-08-25,0.00,0.00,0.00,0.00,0.29,0.14,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.43,84.96
2023-08-26,0.00,0.00,0.00,0.00,0.29,0.14,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.43,84.96
2023-08-27,0.00,0.00,0.00,0.00,0.29,0.14,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.43,84.96
2023-08-28,0.00,0.00,0.00,0.00,0.57,0.14,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.71,84.96
2023-08-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.00,84.96
2023-08-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.00,84.96
2023-08-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.47,72.22,80.71,93.46,97.70,100.00,100.00,0.00,84.96
